Action,locked,name,emptySlots,longitude,installed,latitude,temporary,@ID,bikesAvailable
Added,False,"Rathbone Street, Fitzrovia ",15,-0.135025698,True,51.51816295,False,306,0
Added,False,"Black Lion Gate, Kensington Gardens",3,-0.187842717,True,51.50990837,False,307,20
Added,False,"Long Lane , Bermondsey",1,-0.08566631599999999,True,51.49907558,False,308,17
Added,False,"Embankment (Savoy), Strand",35,-0.11904756300000001,True,51.50963123,False,309,6
Added,False,"Black Prince Road, Vauxhall",3,-0.116911864,True,51.4908679,False,310,15
Added,False,"Foley Street, Fitzrovia",21,-0.140485596,True,51.51918144,False,311,3
Added,False,"Grove End Road, St. John's Wood",11,-0.176770502,True,51.53088935,False,312,9
Added,False,"Wells Street, Fitzrovia ",37,-0.138072691,True,51.51734403,False,313,0
Added,False,"Tyers Gate, Bermondsey",3,-0.083159352,True,51.50088934,False,314,33
Added,False,"The Tennis Courts, Regent's Park",8,-0.153463612,True,51.52536703,False,315,7
Added,False,"Cardinal Place, Victoria",13,-0.141943703,True,51.49768448,False,316,11
Added,False,"Dickens Square, Borough",7,-0.093913472,True,51.49679128,False,317,23
Added,False,"Sackville Street, Mayfair",17,-0.138846453,True,51.51004801,False,318,0
Added,False,"Baldwin Street, St. Luke's",17,-0.08854277099999999,True,51.52702563,False,319,4
Added,False,"Queen Mother Sports Centre, Victoria",16,-0.139956043,True,51.49357351,False,320,9
Added,False,"Bermondsey Street, Bermondsey",3,-0.081608045,True,51.49785559,False,321,19
Added,False,"Palissy Street, Shoreditch",6,-0.07395499999999999,True,51.526293,False,322,20
Added,False,"Clifton Street, Shoreditch",21,-0.083067,True,51.523196,False,323,3
Added,False,"Ontario Street, Elephant & Castle",0,-0.10138406800000001,True,51.49652013,False,324,15
Added,False,"St. Martin's Street, West End",14,-0.129697889,True,51.50908747,False,325,4
Added,False,"Graham Street, Angel",3,-0.099981142,True,51.53266186,False,326,23
Added,False,"New North Road 1, Hoxton",6,-0.086016,True,51.53114,False,327,16
Added,False,"New North Road 2, Hoxton",5,-0.085603,True,51.53095,False,328,17
Added,False,"Prince Albert Road, Regent's Park",3,-0.160854428,True,51.53589283,False,329,21
Added,False,"Eastbourne Mews, Paddington",25,-0.17913507899999997,True,51.51641749,False,330,8
Added,False,"Bunhill Row, Moorgate",29,-0.089887855,True,51.52085887,False,331,0
Added,False,"Nevern Place, Earl's Court",4,-0.19475794899999999,True,51.49334336,False,332,14
Added,False,"Palace Gardens Terrace, Notting Hill",26,-0.193764092,True,51.50860544,False,333,9
Added,False,"Concert Hall Approach 1, South Bank",4,-0.115851,True,51.505044,False,334,6
Added,False,"Tavistock Street, Covent Garden",33,-0.12071875900000001,True,51.51196803,False,335,0
Added,False,"Concert Hall Approach 2, South Bank",7,-0.115533,True,51.504942,False,336,11
Added,False,"Pembridge Villas, Notting Hill",11,-0.19752494399999998,True,51.51108452,False,337,4
Added,False,"Wellington Street , Strand",13,-0.119643424,True,51.51175646,False,338,1
Added,False,"Risinghill Street, Angel",1,-0.111781191,True,51.5333196,False,339,23
Added,False,"Bank of England Museum, Bank",16,-0.087587447,True,51.51444134,False,340,0
Added,False,"Craven Street, Strand",22,-0.12602103,True,51.50810309,False,341,1
Added,False,"London Zoo Car Park, Regent's Park",1,-0.150181444,True,51.53692216,False,343,34
Added,False,"Goswell Road (City Uni), Finsbury",4,-0.10102611,True,51.528246,False,344,13
Added,False,"Flood Street, Chelsea",17,-0.166878535,True,51.48802358,False,345,1
Added,False,"Lower Marsh, Waterloo",14,-0.113936001,True,51.50013942,False,347,2
Added,False,"Grosvenor Square, Mayfair",14,-0.150481272,True,51.51217033,False,348,3
Added,False,"St. George Street, Mayfair",18,-0.142783033,True,51.511959999999995,False,349,0
Added,False,"Queen's Gate, Kensington Gardens",8,-0.1798541843891,True,51.5017154373867,False,350,11
Added,False,"Macclesfield Rd, St Lukes",2,-0.097122,True,51.529423,False,351,25
Added,False,"Vauxhall Street, Vauxhall",10,-0.116625,True,51.486965000000005,False,352,9
Added,False,"Greycoat Street , Westminster",10,-0.134234258,True,51.49459148,False,353,7
Added,False,"Northumberland Avenue, Strand",33,-0.12370199999999999,True,51.506766999999996,False,354,4
Added,False,"Oval Way, Lambeth",3,-0.11728599999999999,True,51.486575,False,355,18
Added,False,"
      South Kensington Station, South Kensington
    ",12,-0.173881,True,51.494412,False,356,3
Added,False,"Howland Street, Fitzrovia",30,-0.139016,True,51.520994,False,357,0
Added,False,"High Holborn , Covent Garden",17,-0.124332175,True,51.51643491,False,358,0
Added,False,"Butler Place, Westminster",12,-0.135440826,True,51.49782999,False,359,5
Added,False,"Howick Place, Westminster",21,-0.138733562,True,51.49675303,False,360,7
Added,False,"Waterloo Station 2, Waterloo",9,-0.11342628,True,51.50391972,False,361,46
Added,False,"Royal College Street, Camden Town",33,-0.133952,True,51.536264,False,362,24
Added,False,"Lord's, St. John's Wood",20,-0.171185284853,True,51.5291212008901,False,363,4
Added,False,"Alfred Place, Bloomsbury",41,-0.132339,True,51.519656,False,364,0
Added,False,"City Road, Angel",2,-0.100168,True,51.530344,False,365,43
Added,False,"Millennium Hotel, Mayfair",27,-0.1511263847351,True,51.5109192966489,False,366,0
Added,False,"Harrowby Street, Marylebone",11,-0.1642075,True,51.5173721,False,367,5
Added,False,"Harriet Street, Knightsbridge",20,-0.15934065,True,51.50024195,False,368,4
Added,False,"Paddington Green, Paddington",0,-0.174593,True,51.520205,False,370,20
Added,False,"King Edward Walk, Waterloo",8,-0.10987999999999999,True,51.49775,False,371,14
Added,False,"Sardinia Street, Holborn",23,-0.11786300000000001,True,51.515208,False,372,0
Added,False,"Prince Consort Road, Knightsbridge",18,-0.176415994,True,51.49980661,False,373,0
Added,False,"Waterloo Station 1, Waterloo",5,-0.11386435,True,51.50402793,False,374,31
Added,False,"Kensington Town Hall, Kensington",17,-0.19439295199999998,True,51.50194596,False,375,1
Added,False,"Millbank House, Pimlico",15,-0.125674815,True,51.49188409,False,376,9
Added,False,"Waterloo Bridge, South Bank",3,-0.11365654300000001,True,51.50535447,False,377,10
Added,False,"Natural History Museum, South Kensington",17,-0.17907762600000002,True,51.49559291,False,378,24
Added,False,"Turquoise Island, Notting Hill",3,-0.200838199,True,51.51431171,False,379,17
Added,False,"Stanhope Gate, Mayfair",19,-0.150666888,True,51.50686435,False,380,1
Added,False,"Charlotte Street, Fitzrovia",14,-0.13577731,True,51.51953043,False,381,0
Added,False,"Farm Street, Mayfair",15,-0.14744969,True,51.50935171,False,382,0
Added,False,"Frith Street, Soho",18,-0.13121385,True,51.51310333,False,383,0
Added,False,"Marloes Road, Kensington",7,-0.192404,True,51.496481,False,384,8
Added,False,"Moor Street, Soho",13,-0.130110822,True,51.51352755,False,386,0
Added,False,"Fire Brigade Pier, Vauxhall",16,-0.12139410099999999,True,51.49369988,False,387,14
Added,False,"Southampton Street, Strand",13,-0.121723604,True,51.51070161,False,388,0
Added,False,"Upper Grosvenor Street, Mayfair",18,-0.155757901,True,51.51013066,False,389,0
Added,False,"Buxton Street 1, Bangla Town",40,-0.068856,True,51.521776,False,390,1
Added,False,"Clifford Street, Mayfair",27,-0.142345694,True,51.51066202,False,391,0
Added,False,"Imperial College, Knightsbridge",6,-0.17970247600000003,True,51.49942855,False,392,15
Added,False,"Snow Hill, Farringdon",14,-0.10360424800000001,True,51.51733427,False,393,1
Added,False,"Aberdeen Place, St. John's Wood",0,-0.176268,True,51.524826000000004,False,394,18
Added,False,"Cadogan Gardens, Sloane Square",10,-0.159919,True,51.492461999999996,False,395,5
Added,False,"Shouldham Street, Marylebone",13,-0.163609,True,51.51809,False,396,3
Added,False,"Devonshire Terrace, Bayswater",5,-0.17977,True,51.51348,False,397,11
Added,False,"Holland Park, Kensington",22,-0.200742,True,51.502319,False,398,7
Added,False,"Brick Lane Market, Shoreditch",23,-0.071653961,True,51.52261762,False,399,1
Added,False,"George Street, Marylebone",14,-0.154106,True,51.517703000000004,False,400,11
Added,False,"Columbia Road, Weavers",24,-0.075375,True,51.528187,False,401,0
Added,False,"Penfold Street, Marylebone",13,-0.171681991,True,51.52289229,False,402,2
Added,False,"George Place Mews, Marylebone",16,-0.158249929,True,51.51689296,False,403,0
Added,False,"Palace Gate, Kensington Gardens",2,-0.184400221,True,51.50204238,False,404,10
Added,False,"
      Gloucester Road Station, South Kensington
    ",4,-0.18267094,True,51.49418566,False,405,11
Added,False,"Speakers' Corner 2, Hyde Park",3,-0.15998800000000002,True,51.512303,False,406,19
Added,False,"Speakers' Corner 1, Hyde Park",4,-0.16078499999999998,True,51.51222,False,407,16
Added,False,"
      Paddington Green Police Station, Paddington
    ",8,-0.17070433699999998,True,51.51994326,False,408,32
Added,False,"Strata, Southwark",9,-0.099828,True,51.493146,False,409,12
Added,False,"Edgware Road Station, Paddington",13,-0.169774,True,51.519968,False,410,50
Added,False,"Walworth Road, Southwark",1,-0.09968067,True,51.49337264,False,411,28
Added,False,"Cleaver Street, Kennington",1,-0.11012100000000001,True,51.488105,False,412,16
Added,False,"Chelsea Bridge, Pimlico",10,-0.149004,True,51.485821,False,419,4
Added,False,"Southwark Station 1, Southwark",0,-0.10531199999999999,True,51.504042999999996,False,420,37
Added,False,"Southwark Station 2, Southwark",16,-0.104778,True,51.504044,False,421,29
Added,False,"Eaton Square (South), Belgravia",19,-0.15393398,True,51.49456127,False,423,12
Added,False,"Ebury Bridge, Pimlico",13,-0.14918599999999999,True,51.490491,False,424,15
Added,False,"Harrington Square 2, Camden Town",7,-0.139159,True,51.533379,False,425,30
Added,False,"Vincent Street, Pimlico",0,-0.129925,True,51.493072,False,426,17
Added,False,"Cheapside, Bank",41,-0.09294031,True,51.51397065,False,427,2
Added,False,"Exhibition Road, South Kensington",19,-0.174554,True,51.499916999999996,False,428,0
Added,False,"South Parade, Chelsea",15,-0.17524,True,51.489020000000004,False,430,2
Added,False,"Crinan Street, King's Cross",13,-0.12220299999999999,True,51.534473999999996,False,431,7
Added,False,"Exhibition Road Museums, Knightsbridge",16,-0.173894,True,51.496957,False,432,5
Added,False,"Wren Street, Holborn",4,-0.116279,True,51.524564,False,433,28
Added,False,"Kennington Station, Kennington",10,-0.105593,True,51.488852,False,435,11
Added,False,"Red Lion Street, Holborn",36,-0.11655,True,51.518240000000006,False,436,0
Added,False,"Vauxhall Walk, Vauxhall",6,-0.120903,True,51.488124,False,437,21
Added,False,"Killick Street, Kings Cross",1,-0.118677,True,51.5338,False,439,21
Added,False,"Kennington Oval, Oval",6,-0.113134,True,51.483145,False,440,27
Added,False,"Sail Street, Vauxhall",10,-0.114605,True,51.495656,False,441,14
Added,False,"Walmer Road, Notting Hill",15,-0.211358,True,51.510101,False,442,9
Added,False,"Philpot Street, Whitechapel",20,-0.058641,True,51.515256,False,443,9
Added,False,"Bethnal Green Gardens, Bethnal Green",19,-0.055312,True,51.52568,False,444,5
Added,False,"Cheshire Street, Bethnal Green",2,-0.065076,True,51.52388,False,445,26
Added,False,"York Hall, Bethnal Green",12,-0.055894000000000006,True,51.528936,False,446,15
Added,False,"Jubilee Crescent, Cubitt Town",37,-0.007542,True,51.493381,False,447,16
Added,False,"Fishermans Walk West, Canary Wharf",34,-0.022959999999999998,True,51.50623,False,448,2
Added,False,"Shadwell Station, Shadwell",8,-0.057159,True,51.511088,False,449,27
Added,False,"Jubilee Street, Stepney",15,-0.053176999999999995,True,51.515975,False,450,13
Added,False,"Hermitage Court, Wapping",0,-0.06353099999999999,True,51.504719,False,451,16
Added,False,"St Katharines Way, Tower",17,-0.070542,True,51.505697,False,452,7
Added,False,"Garnet Street, Shadwell",7,-0.055166999999999994,True,51.508447,False,453,17
Added,False,"Napier Avenue, Millwall",1,-0.021582,True,51.487679,False,454,19
Added,False,"East Ferry Road, Cubitt Town",3,-0.014409,True,51.49447,False,455,14
Added,False,"Parkway, Camden Town",15,-0.14466400000000001,True,51.538071,False,456,16
Added,False,"Castlehaven Road, Camden Town",6,-0.145393,True,51.542138,False,457,23
Added,False,"Wapping Lane, Wapping",0,-0.057544000000000005,True,51.504749,False,458,28
Added,False,"Burdett Road, Mile End",11,-0.029138,True,51.516196,False,460,22
Added,False,"Aston Street, Stepney",7,-0.038775,True,51.516000000000005,False,461,19
Added,False,"Bonny Street, Camden Town",0,-0.138853,True,51.541603,False,462,45
Added,False,"Thurtle Road, Haggerston",8,-0.071881,True,51.534776,False,463,14
Added,False,"St. Mary and St. Michael Church, Stepney",18,-0.052099,True,51.51417,False,464,7
Added,False,"Pitfield Street (North),Hoxton",0,-0.08249,True,51.535579999999996,False,465,27
Added,False,"Whiston Road, Haggerston",1,-0.07634099999999999,True,51.534464,False,466,19
Added,False,"Southern Grove, Bow",2,-0.030556,True,51.523538,False,467,15
Added,False,"Cantrell Road, Bow",7,-0.022694,True,51.521564,False,468,17
Added,False,"Lindfield Street, Poplar",20,-0.020467,True,51.513757,False,469,24
Added,False,"Mostyn Grove, Bow",18,-0.025491999999999997,True,51.530535,False,470,28
Added,False,"Hewison Street, Old Ford",0,-0.028155,True,51.533283000000004,False,471,17
Added,False,"Malmesbury Road, Bow",9,-0.027616,True,51.529452,False,472,12
Added,False,"Millharbour, Millwall",4,-0.019355,True,51.496137,False,473,15
Added,False,"Castalia Square, Cubitt Town",22,-0.011457,True,51.498125,False,474,17
Added,False,"Lightermans Road, Millwall",38,-0.020156999999999998,True,51.499041,False,475,19
Added,False,"Stebondale Street, Cubitt Town",7,-0.009205,True,51.489096,False,476,22
Added,False,"Spindrift Avenue, Millwall",2,-0.018716,True,51.49109,False,477,34
Added,False,"Stepney Green Station, Stepney",7,-0.046669999999999996,True,51.521889,False,478,11
Added,False,"Pott Street, Bethnal Green",3,-0.058004999999999994,True,51.527152,False,479,17
Added,False,"Flamborough Street, Limehouse",4,-0.038986599999999996,True,51.5128711,False,480,21
Added,False,"Saunders Ness Road, Cubitt Town",14,-0.009001,True,51.487128999999996,False,481,21
Added,False,"Thornfield House, Poplar",15,-0.02377,True,51.509843,False,482,11
Added,False,"Albert Gardens, Stepney",4,-0.047784,True,51.51328,False,483,29
Added,False,"Bromley High Street, Bromley",17,-0.013258,True,51.528828000000004,False,484,7
Added,False,"Old Ford Road, Bethnal Green",0,-0.048017000000000004,True,51.531127000000005,False,485,24
Added,False,"Granby Street, Shoreditch",1,-0.069543,True,51.525645000000004,False,486,36
Added,False,"Canton Street, Poplar",2,-0.025626,True,51.511811,False,487,21
Added,False,"Reardon Street, Wapping",0,-0.058681,True,51.506946,False,488,22
Added,False,"Christian Street, Whitechapel",1,-0.06409400000000001,True,51.513073999999996,False,489,33
Added,False,"Pennington Street, Wapping",31,-0.065006,True,51.508621999999995,False,490,14
Added,False,"Queen Marys, Mile End",30,-0.041378,True,51.522507,False,491,15
Added,False,"The Green Bridge, Mile End",24,-0.03562,True,51.524677000000004,False,492,39
Added,False,"South Quay East, Canary Wharf",26,-0.016250999999999998,True,51.50196,False,494,10
Added,False,"Bow Church Station, Bow",0,-0.018703,True,51.528169,False,495,37
Added,False,"Devons Road, Bow",3,-0.015578,True,51.52512,False,496,36
Added,False,"Coborn Street, Mile End",1,-0.028619,True,51.526534999999996,False,497,25
Added,False,"Bow Road Station, Bow",22,-0.025296000000000003,True,51.527058000000004,False,498,20
Added,False,"Furze Green, Bow",10,-0.021345,True,51.519265000000004,False,499,26
Added,False,"Sidney Street, Stepney",8,-0.055730999999999996,True,51.519806,False,500,33
Added,False,"Cephas Street, Bethnal Green",3,-0.054883,True,51.522560999999996,False,501,21
Added,False,"South Quay West, Canary Wharf",38,-0.022702,True,51.502635,False,502,22
Added,False,"Cleveland Way, Bethnal Green",18,-0.051394,True,51.520893,False,503,18
Added,False,"St John's Park, Cubitt Town",16,-0.009506,True,51.496454,False,504,14
Added,False,"Ackroyd Drive, Bow",2,-0.026768,True,51.520398,False,505,27
Added,False,"Bell Lane, Liverpool Street",21,-0.07585499999999999,True,51.517475,False,506,2
Added,False,"Clarkson Street, Bethnal Green",9,-0.059091,True,51.528692,False,507,22
Added,False,"Fournier Street, Whitechapel",16,-0.074431,True,51.519362,False,508,0
Added,False,"Fore Street, Guildhall",19,-0.090075,True,51.517842,False,509,0
Added,False,"Westferry DLR, Limehouse",23,-0.025996,True,51.509303,False,510,14
Added,False,"Sutton Street, Shadwell",15,-0.053558,True,51.511066,False,511,17
Added,False,"Pritchard's Road, Bethnal Green",3,-0.06142,True,51.532090999999994,False,512,26
Added,False,"Watney Market, Stepney",28,-0.055656,True,51.51422279999999,False,513,23
Added,False,"Portman Square, Marylebone",14,-0.155525,True,51.516203999999995,False,514,3
Added,False,"Russell Gardens, Holland Park",2,-0.21131599999999998,True,51.500088,False,515,22
Added,False,"Chrisp Street Market, Poplar",2,-0.014438,True,51.5112,False,516,16
Added,False,"Ford Road, Old Ford",2,-0.033085,True,51.532513,False,517,16
Added,False,"Antill Road, Mile End",1,-0.037471,True,51.528224,False,518,29
Added,False,"Teviot Street, Poplar",8,-0.011662,True,51.518811,False,519,25
Added,False,"Bancroft Road, Bethnal Green",6,-0.047218,True,51.526041,False,520,14
Added,False,"Driffield Road, Old Ford",0,-0.037366,True,51.534137,False,521,19
Added,False,"Clinton Road, Mile End",17,-0.036017,True,51.525940999999996,False,522,19
Added,False,"Langdon Park, Poplar",13,-0.013475,True,51.51549,False,523,11
Added,False,"Lancaster Gate , Bayswater",21,-0.179668,True,51.511654,False,524,16
Added,False,"Churchill Place, Canary Wharf",11,-0.014293,True,51.504714,False,525,7
Added,False,"Lancaster Drive, Blackwall",24,-0.008428,True,51.503143,False,526,3
Added,False,"Hansard Mews, Shepherds Bush",13,-0.215808,True,51.503802,False,527,7
Added,False,"Clarges Street, West End",15,-0.14582699999999998,True,51.507326,False,528,1
Added,False,"Manresa Road, Chelsea",18,-0.170983,True,51.486892,False,529,0
Added,False,"Newby Place, Poplar",0,-0.012412999999999999,True,51.508896,False,530,17
Added,False,"Twig Folly Bridge, Mile End",10,-0.042744,True,51.530326,False,531,11
Added,False,"Jubilee Plaza, Canary Wharf",58,-0.020068,True,51.50357,False,532,5
Added,False,"Wellington Row, Bethnal Green",18,-0.069743,True,51.528222,False,533,15
Added,False,"Goldsmiths Row, Haggerston",1,-0.066035,True,51.531864,False,534,26
Added,False,"Gloucester Avenue, Camden Town",6,-0.147154,True,51.537349,False,535,18
Added,False,"Queensbridge Road, Haggerston",13,-0.06992000000000001,True,51.53385,False,536,21
Added,False,"Old Montague Street, Whitechapel",8,-0.067937,True,51.51793,False,537,10
Added,False,"Naval Row, Blackwall",4,-0.0069900000000000006,True,51.508981,False,538,17
Added,False,"Hoxton Station, Haggerston",4,-0.075901,True,51.531090999999996,False,539,18
Added,False,"Albany Street, Regent's Park",1,-0.144466,True,51.528302000000004,False,540,26
Added,False,"Green Park Station, West End",26,-0.142844,True,51.506613,False,541,2
Added,False,"Salmon Lane, Limehouse",5,-0.033828,True,51.514115000000004,False,542,27
Added,False,"Lansdowne Walk, Notting Hill",6,-0.20466600000000001,True,51.509591,False,543,15
Added,False,"Percival Street, Finsbury",11,-0.10220800000000001,True,51.526153,False,544,10
Added,False,"Arlington Road, Camden Town",13,-0.14524600000000001,True,51.539957,False,545,10
Added,False,"New Fetter Lane, Holborn",21,-0.10798699999999999,True,51.517428,False,546,0
Added,False,"East India DLR, Blackwall",2,-0.002275,True,51.509474,False,547,48
Added,False,"
      Westminster Bridge Road, Elephant & Castle
    ",14,-0.10791300000000001,True,51.498385999999996,False,548,12
Added,False,"Gaywood  Street, Elephant & Castle",3,-0.10419300000000001,True,51.49605,False,549,41
Added,False,"Harford Street, Mile End",13,-0.039264,True,51.521564,False,550,10
Added,False,"Montgomery Square, Canary Wharf",21,-0.016233,True,51.503446999999994,False,551,18
Added,False,"Watney Street, Shadwell",13,-0.056666999999999995,True,51.511542,False,552,14
Added,False,"Regent's Row , Haggerston ",2,-0.062546,True,51.535678000000004,False,553,21
Added,False,"Aberfeldy Street, Poplar",5,-0.005659,True,51.513548,False,554,11
Added,False,"
      Westfield Eastern Access Road, Shepherd's Bush
    ",40,-0.219712,True,51.509423999999996,False,555,15
Added,False,"Heron Quays DLR, Canary Wharf",18,-0.021596,True,51.502660999999996,False,556,8
Added,False,"King Edward Street, St Pauls",15,-0.0985,True,51.516009999999994,False,557,4
Added,False,"Page Street, Westminster",15,-0.127554,True,51.493978000000006,False,558,8
Added,False,"Abbotsbury Road, Holland Park",15,-0.20599099999999998,True,51.501391,False,559,9
Added,False,"Ladbroke Grove Central, Notting Hill",16,-0.205921,True,51.511624,False,560,5
Added,False,"Rectory Square, Stepney",1,-0.043371,True,51.518369,False,561,20
Added,False,"Bury Place, Holborn",21,-0.12335,True,51.51746,False,562,0
Added,False,"Preston's Road, Cubitt Town",6,-0.009152,True,51.499286,False,563,20
Added,False,"Somerset House, Strand",20,-0.117619,True,51.509943,False,564,20
Added,False,"Selby Street, Whitechapel",13,-0.063386,True,51.521905,False,565,4
Added,False,"Westfield Ariel Way, White City",26,-0.22410300000000002,True,51.509158,False,566,16
Added,False,"Bishop's Bridge Road West, Bayswater",3,-0.18697,True,51.51616,False,568,15
Added,False,"Pitfield Street Central, Hoxton",2,-0.08299,True,51.53213,False,569,20
Added,False,"Upper Bank Street, Canary Wharf",29,-0.017676,True,51.503083000000004,False,570,7
Added,False,"
      Westfield Southern Terrace ,Shepherd's Bush
    ",3,-0.21833699999999998,True,51.506256,False,571,25
Added,False,"Greenland Road, Camden Town",6,-0.141728,True,51.539099,False,572,29
Added,False,"Limerston Street, Chelsea",9,-0.18119000000000002,True,51.485587,False,573,9
Added,False,"Eagle Wharf Road, Hoxton",4,-0.09315,True,51.533559999999994,False,574,40
Added,False,"Alpha Grove, Millwall",12,-0.022793,True,51.497304,False,576,11
Added,False,"Globe Town Market, Bethnal Green",11,-0.047548,True,51.528869,False,577,9
Added,False,"Hollybush Gardens, Bethnal Green",5,-0.057133,True,51.527607,False,578,23
Added,False,"Queen Street 2, Bank",36,-0.093051,True,51.511246,False,579,0
Added,False,"Doddington Grove, Kennington",7,-0.102996299,True,51.48692917,False,580,29
Added,False,"New Cavendish Street, Marylebone",17,-0.147983,True,51.519166999999996,False,581,0
Added,False,"Abingdon Green, Great College Street",17,-0.125978,True,51.497622,False,583,2
Added,False,"Ilchester Gardens, Bayswater",6,-0.19096,True,51.512440000000005,False,584,15
Added,False,"Mudchute DLR, Cubitt Town",23,-0.014582,True,51.490645,False,586,8
Added,False,"Monument Street, Monument",21,-0.08497,True,51.509640000000005,False,587,1
Added,False,"Hoxton Street, Hoxton",1,-0.0801,True,51.52959,False,588,26
Added,False,"Drayton Gardens, Chelsea",3,-0.179369,True,51.487196000000004,False,589,15
Added,False,"Greenberry Street, St.John's Wood",20,-0.16862,True,51.53256,False,590,6
Added,False,"
      Westfield Library Corner, Shepherd's Bush
    ",23,-0.2242237,True,51.506093,False,591,4
Added,False,"Bishop's Bridge Road East, Bayswater",5,-0.18377000000000002,True,51.5171,False,592,15
Added,False,"Northdown Street, King's Cross",1,-0.11934000000000002,True,51.531065999999996,False,593,20
Added,False,"Kingsway Southbound, Strand",32,-0.117774,True,51.513875,False,594,1
Added,False,"Hammersmith Road, Hammersmith",11,-0.21985,True,51.493266999999996,False,595,3
Added,False,"Parson's Green , Parson's Green",17,-0.199783,True,51.472817,False,596,3
Added,False,"Fulham Park Road, Fulham",11,-0.20781999999999998,True,51.473471,False,597,16
Added,False,"Southerton Road, Hammersmith",33,-0.228188,True,51.494499,False,598,5
Added,False,"Manbre Road, Hammersmith",18,-0.22361599999999998,True,51.485743,False,599,9
Added,False,"South Lambeth Road, Vauxhall",0,-0.124642,True,51.481747,False,600,21
Added,False,"BBC White City, White City",30,-0.225787,True,51.514767,False,601,6
Added,False,"Union Grove, Wandsworth Road",4,-0.133972,True,51.472993,False,602,41
Added,False,"Caldwell Street, Stockwell",5,-0.11649300000000001,True,51.477839,False,603,38
Added,False,"St Martin's Close, Camden Town",4,-0.138535,True,51.538792,False,604,13
Added,False,"Seymour Place, Marylebone",21,-0.163667,True,51.520331,False,605,8
Added,False,"Addison Road, Holland Park",19,-0.210941,True,51.504199,False,606,7
Added,False,"Putney Bridge Station, Fulham",14,-0.210279,True,51.468814,False,607,7
Added,False,"Colet Gardens, Hammersmith",26,-0.216493,True,51.491093,False,608,4
Added,False,"Sugden Road, Battersea",3,-0.157788279,True,51.46512358,False,609,15
Added,False,"Danvers Street, West Chelsea",13,-0.172078187,True,51.48256792,False,610,8
Added,False,"Princedale Road , Holland Park",13,-0.208486599,True,51.50646524,False,611,7
Added,False,"
      Wandsworth Rd, Isley Court, Wandsworth Road
    ",3,-0.141812513,True,51.46925984,False,612,27
Added,False,"Woodstock Grove, Shepherd's Bush",18,-0.21740009300000002,True,51.50403821,False,613,6
Added,False,"Bradmead, Nine Elms",6,-0.144690541,True,51.47817208,False,614,34
Added,False,"Finlay Street, Fulham",0,-0.21589560100000002,True,51.476885100000004,False,615,18
Added,False,"Aintree Street, Fulham",1,-0.20997349699999998,True,51.48102131,False,616,23
Added,False,"Elysium Place, Fulham",13,-0.20784290800000002,True,51.47107905,False,617,8
Added,False,"Eel Brook Common, Walham Green",11,-0.193254007,True,51.47625965,False,618,12
Added,False,"Irene Road, Parsons Green",42,-0.19701009600000002,True,51.4737636,False,619,1
Added,False,"Surrey Lane, Battersea",2,-0.167160736,True,51.47518024,False,620,26
Added,False,"Wandsworth Town Station, Wandsworth",13,-0.187427294,True,51.46086446,False,621,19
Added,False,"Lansdowne Road, Ladbroke Grove",19,-0.20553590800000002,True,51.50748124,False,622,10
Added,False,"Nantes Close, Wandsworth",2,-0.18079178399999998,True,51.46193072,False,623,19
Added,False,"Courland Grove, Wandsworth Road",0,-0.13210270400000002,True,51.4729184,False,624,40
Added,False,"Queen's Circus, Battersea Park",10,-0.149551631,True,51.47761941,False,625,17
Added,False,"Normand Park, Fulham",0,-0.20481514,True,51.48438657,False,626,23
Added,False,"Holden Street, Battersea",0,-0.158230901,True,51.468790500000004,False,627,20
Added,False,"William Morris Way, Sands End",3,-0.184318843,True,51.46881971,False,628,22
Added,False,"Morie Street, Wandsworth",3,-0.190184054,True,51.45995384,False,629,25
Added,False,"Clarence Walk, Stockwell",2,-0.12699406800000002,True,51.47073264,False,630,26
Added,False,"Battersea Park Road, Nine Elms",18,-0.141770709,True,51.47950170000001,False,631,9
Added,False,"Sheepcote Lane, Battersea",0,-0.163041605,True,51.47053858,False,632,27
Added,False,"Vereker Road, West Kensington",19,-0.20937859399999997,True,51.48959104,False,633,13
Added,False,"Brook Green South, Brook Green",23,-0.21580455899999998,True,51.49434708,False,634,9
Added,False,"Greyhound Road, Hammersmith",9,-0.214428378,True,51.48606206,False,635,28
Added,False,"South Park, Sands End",26,-0.19350207600000002,True,51.46706414,False,636,2
Added,False,"Spencer Park, Wandsworth Common",7,-0.17469162300000002,True,51.45787019,False,637,18
Added,False,"Falcon Road, Clapham Junction",9,-0.169821175,True,51.46663393,False,638,19
Added,False,"Coomer Place, West Kensington",1,-0.202038682,True,51.48357068,False,639,26
Added,False,"Silverthorne Road, Battersea",11,-0.148059277,True,51.47286577,False,640,17
Added,False,"Archbishop's Park, Waterloo",20,-0.117495865,True,51.49824168,False,641,3
Added,False,"Fawcett Close, Battersea",25,-0.174485792,True,51.46916161,False,642,11
Added,False,"All Saints' Road, Portobello",11,-0.204764421,True,51.5190427,False,643,11
Added,False,"Rainville Road, Hammersmith",13,-0.22385225600000003,True,51.48373225,False,644,20
Added,False,"Great Suffolk Street, The Borough",3,-0.100292412,True,51.50173215,False,645,18
Added,False,"Buckingham Gate, Westminster",12,-0.137424571,True,51.49886563,False,646,4
Added,False,"Richmond Way, Shepherd's Bush",10,-0.217515071,True,51.50035306,False,647,17
